lang,phonemes
no,o ŋ̟ o s̪ j a l̪ z ɯ ŋ̟ lʲ iː t̪ b̤ a ɾ e ʔ ʌ m æ n ɴ ɳ ɔ ʁ
no,tsʰ a ɒ m e s̪ t̪ ɒ o ʂ ә ɴ b̥ a tʂʰ ʌ ʁ uə ɴ lʲ iː tʂ iː s t ɒ b̞ ɒ a n ɒ p o f a ŋ ɴ ɪ
no,a s t a ð ɪ tʂ uə ʀ j ʌ n f uə b̞ uə o p e ɾʲ e ɾ a tʰ a p̚ tʂ e s k æ t ɾ uə
no,ɕ i a ŋ k a uə k͡p̚ æ tʂ uə u uə t ɒ a ɴ o ð ɪ b e s t ɪ ʂ ɻ̩
no,æ tʂ ɒ ɔ ә t̪ iː t̪ e o l̪ a ɳ e k͡p̚ ɒ ɾ ɒ
no,s̪ ʌ ð e ɾ l̪ lʲ a e s̪ o n m æ ʂ k ə d e t̪ ɒ l̪ ә m e ɾ iː
no,s ɒ w d͡ʒ̤ ɒ ɾ ɒ ɾ ɒ ʂ ɒ t̪ m a ɴ p uə ɒ ɾ ɒ ŋ
no,a j w t ɒ ɹ l j u dʲ i ɾ ə l d i ə l ɛ ɾ f ɔ l̪ s b̥ uə tʰ
no,ɛ ɹ ɣ i h ɑ z ɑ k ə tʰ m ɪ s ɪ ŋ g iː dʒ f ʏ d ə ɾ
no,ɒ d ɪ tʂ ə ɾ ɔ k͡p̚ t lʲ ə b̞ ɛ t ɛ t uə lʲ uː b iː ɡ iː t̪ a l̪ ә ʏ s ə n
no,b̞ m uə t̪ tʰ ɴ a ɒ ɪ v e ʂ ɻ̩ tʂ ɹ̩ o ɴ
no,l ɒ o i t ʌ o b̞ lʲ ʌ tʂ o ʋ p a ɴ æ lʲ æ ð a s e ə n m ʌ t̪ ɾ j a ʁ uə ts ʌ n e ɪ l lʲ e
no,ɒ ɳ b uə k ɪ s i ʔ a p uə a ә
no,ð ə f a ŋ t̪ ʌ ð iː tɕ i a i e h a n ʂ ʌ t̪
no,lʲ e o uə s ɪ ɕ i ɾʲ iː tʲ ə n d e ɛ l k m e ɪ l o m pʰ a o ð ʌ n e ɪ ɾ u m a i ɾ a
no,ɒ ʁ ɔ ɒ ɾ ɒ l̪ ɾ j e s̪ tɕ j iː b̤ ɨ k͡p̚ o l̪ m a iː j o k ɯ ɴ ɒ l̪ ð ɯ m
no,ɯ s̪ j ɛ p
no,ɴ ə ɕ i ŋ iː ɹ̩ ɕ i æ n o ʂ ʌ lʲ i e ɾ ʂ ʌ ɾ o ŋ ɕ i æ n ts iː tsʰ æ ɴ
no,ʁ a ɪ a o s ɒ m t ɒ e b̞ e l k o m ʌ t e s ð iː s p iː l e s̪ k a lʲ a n tʂ ɪ t͡ʃʲ a t̪ i ɴ
no,ð ɒ n
no,o k͡p̚ ɒ l̪ ɒ m ɒ
no,a l̪ lʲ i s a p uə s k͡p̚ i ɾ o ʁ p uə l̪ a ɕ ij i ð ɒ u n iː ʔ j a ɴ m ɒ l̪
no,ʁ ʂ ʀ ɒ g e ɴ ɔ o g æ a o m g o m ɾ ɪ s t ɪ o n s a tʂ ʌ
no,ɪ h u s t̪ ɒ j ә ɴ ɔ ŋ ð ɒ
no,a n ŋ ә s u s k͡p̚ ʌ d e ɾ t o
no,n ɒ s t e d o l a ɡ o ð ɪ s æ l v ʌ tʂ ɻ̩ sː a t̪ n ɨ n o w b̞ o uə t uː
no,b̞ ɪ l ð iː l̪ lʲ e f uə ɾ o uə s̪ e b̞ uə ɾ a ŋ k o m uː ʂ ɪ k ʌ
no,t̪ʰ ɪ f æ m s t i l lʲ ɪ ŋ ð ʌ f ts m ʌ l ɔ s t ɹ̩ æ n s k ə s ʌ v ə lʲ ɛ l f ɛ n t
no,ɒ tʂ e t ɒ m ʌ e ɪ b̞ uə e p lʲ ɨ t a tʂ e k o uə i
no,tʂ ɾ uː p uə
no,ʔ i ɳ ɴ ɒ ɴ ɒ k͡p̚ ɔ m i l̪ iː ʔ ʌ t̪ i h ɒ l̪ ð ɒ t̪ʰ ɒ k ɒ l̪ ә
no,l ɒ tʰ m ɒ m iː
no,o ʂ uə ɒ fʲ e t e n iː ɾ iː uə lʲ ɪ k e d æ ɪ e l ɾ a ɒ a ɾ ɪ b̞ a sː lʲ e v a e n t iː i v̞ʲ ɪ t o
no,a lʲ i m ɨ ɾ a i a u
no,p i l ɒ o i iː n tʂ ʌ
no,a ɕ æ ɾʲ i ʔ a b̤ uə lʲ e k͡p̚ a ɾ uə t̪ ɨ n a h k͡p̚ uə a e ts a t̪ uə d ɒ ɳ
no,ʔ ɯ iː lʲ ɹ̩ t̪ e k ɴ iː ɒ o t a tʂ l ɔ k͡p̚ uə ɾ e
no,ɨ ɔ tʰ uə ɾ ɪ ɡ iː ŋ ʂ ɒ ŋ a l̪ ʌ tʰ i ð ɪ s tʂ ɾ ə n
no,uə ɒ m ʌ ɳ tʂʰ u ð ɒ ʁ t̪ʰ iː s ts ɛ s̪ ɪ
no,n e l ɒ l̪ ɟ i iː
no,ɒ tʂ ɪ f ɹ̩ ɾ i
no,tʂ uə ɛ lʲ e ɒ b ɾ ɪ s p uə ɒ
no,s ʌ m ʌ n t u o t uə o x e l m a m ɪ s t ʌ b lʲ e t ɾ e æ a s æ ɾ a o uə s ɻ̩ g ɾ ɒ ɪ t
no,ə m ɪ t ts a ɔ s uə w a t a v a n tʲ iː
no,f uə o m ɒ ɪ t̪ a ɪ t̪ ɒ ʂ ə n
no,ʔ i j a m ɒ ɪ j a s ʌ m ɪ b̤ ɨ r a
no,ɴ uə ɒ ʂ ɒ ð m ʌ b ʌ e t͡ɕ o s n o e uə tʂ ɻ̩ a ʁ k̟ʲ e n iː e n uə
no,tɕ iː m uə b̞ uə o b̞ lʲ ɪ kʰ ɒ l̪ o ɴ ɒ n ʂ ɻ̩ s t e æ b̥ a i l ɪ a
no,t̪ʰ i m ʂ uə e t ʌ ŋ æ n k͡p̚ uə f a ð a ð ɒ a uə ʌ
no,x a d ɹ̩ t̪ uə e l ɒ ʁ ɒ f ɒ s a ɒ o ð ә n æ m ʌ s p i a n o t pʲ i
no,tʂ u ŋ̟ s̪ uə ɒ a s o ŋ tʰ o t͡ɕ iː n ɪ ʂ k lʲ e b̞ ʌ n a u d ɪ t̪ m ʌ e s̪ p e ʂ m uə b̤ a n b a k o s e o uː ʂ
no,ɒ d ɒ l̪ ʁ ɡ ə ɳ s n ɑ t̪ʰ i iː ə
no,ɒ p e lʲ j e s̪ a l lʲ i z o n ɪ n tʰ a n o t̪ ɾ u n a lʲ ɪ i n o k lʲ e v ʌ l̪ ʂ a
no,ɒ i t̪ʰ
no,b̥ uə a ɾ d ɪ e ɕ i æ a
no,k͡p̚ a ts æ a n ɴ ɲ i o uə p ʌ ɴ ɒ ð ɪ ɒ o p uə t uə ʂ lʲ i
no,s̪ m u m ɔ s̪ ɔ ʁ ɒ l̪ ð ɒ ʂ ɯ j β ɒ s t̪ ɒ b o d ә ɳ
no,ʔ ʌ ʔ iː t k ɑ l̪ v ə ɪ
no,n o ɴ iː l̪ k ʌ b̞ o t iː n d ɒ t ɪ ɒ ʂ ɒ ʂ a iː t͡ɕ i
no,m ʌ ɴ tʂʰ ɒ ŋ ʁ a tʰ a ɪ lʲ ɒ l e w a ɪ s̪ e l ʌ x ʌ s̪ i iː ð ɪ
no,ɒ p uə p uə tʰ i f uə g ɔ l̪ n ɪ ɒ ʋ t ɪ tʂ ʌ n a ɾ ɒ e l̪ l lʲ i n ɳ ɪ a ɒ m ɒ n o
no,ð e s tʂ ɨ f ɾ ij ɪ a ð iː ʂ ɻ̩ t͡ɕ ɻ̩ ɴ i n t ɪ ʂ ɻ̩ ʂ o m uə o ð ʌ
no,d iː d ð iː ʂ k͡p̚ ʌ m ɴ ɒ k m ʌ ɾ iː lʲ e ɒ d a w o s o
no,ts ʌ ɾ ɒ a m uə ʁ ʌ o ʌ m i s a
no,ɳ i x a ɾ ɒ t̪ʰ i ŋ p uə a k͡p̚ l ɒ p iː ɕ a t̪ i a d ɒ o t͡ɕ ɒ o t͡ɕ ɤ
no,s̪ o d ij j a k͡p̚ a tɕ iː lʲ iː ɴ tʰ o ŋ̟ ә s̪ ɒ a iː k j iː p l o ʁ k͡p̚ a iː
no,a s ð e l e ŋ iː n ŋ n s a m a b̞ a ɪ s ð e n m æ pʲ ɾʲ ɾ i t e s k̟ʲ e m uə k uə l o n ʂ ə
no,h ɑ s t ə l̪ ə æ z pʲ iː z ə m iː g ə ɾ ɛ̃ n s ɤ ɹ k ɾ ə f ʏ tʰ t ɔ uə s p i iː s
no,ʔ ʌ a lʲ ɒ æ n d i tɕ e ɡ o x ɒ i æ ð ɒ
no,ʂ ɻ̩ l m ɔ̃ m o ɡ ɪ e ɾ l ʏ d ɔ n ʏ ʁ ɒ b̞ a lʲ ɪ h a tʲ
no,ts ɔ m a s̪ k͡p̚ ʌ ɛ lʲ j f ɒ l̪ ɒ ɴ ɳ lʲ j e j s̪ iː ŋ ɴ ʔ e ɲ
no,j ɛ ɒ ð ɒ lʲ e dʒ ʌ s w ɒ ɾʲ ʀ uə o l̪ b̞ lʲ ʁ m æ
no,ɒ lʲ e l b̞ iː ɾ e s d o tʂ ɾ o s a ɒ e s t ɾ o s o t a n u m a ɴ d y o j e m a
no,ɔ s i k ɯ ɾ lʲ ɪ ɡ iː m ɛ p a l ɪ k s ɔ n d ɒ
no,ʂ uː b̤ uː ð ɒ t̪ʰ iː f uə t̪ a n ɒ lʲ ɪ b ɒ f iː
no,n ɒ ʂ ɻ̩
no,m ɨ b̞ a ɾ a lʲ ɪ tʰ ʏ tɕ j a
no,ɔ̃ d ɒ w x a w ʔ ɒ ɳ uə ɕ i m ʌ ɳ
no,æ n ɒ tɕ iː p a ɾ ɪ b̞ a ɾ g uə æ e s̪ ɪ ɴ n o uə a l ɪ s o m n a l ɪ s ʌ ŋ ʁ o ð ɾ
no,ʌ o s lʲ ɪ k t iː ɾ e t a ð o ɴ ɒ tʂ ɾ a t ɒ t ɒ
no,m uə uː tʂ ɨ k ʌ f uə ɒ f tʂ ɒ ŋ ʂ uə ɒ
no,ts uə ə b uə o ð iː ʂ uə o ð ɒ a o ʂ ɻ̩ pʰ a t ʌ n lː ɒ tʂʰ ɨ ɒ t̪ ɨ e m a ð ɪ ð ɪ s t i
no,e ɪ ə k iː n tʰ i e n f uə b̥ ɒ ɪ ɾ t s n ʌ v ð ɛ β ɒ d dʲ iː b̞ iː
no,ɔ x ɒ ŋ̟ m s ʏ ɴ ʌ t̪ʰ e ɒ s ɯ n ɟ k͡p̚ uː ɟ e
no,e s ɒ a t̪ʰ e n ɒ
no,tʂ o j a o ʂ ɒ n b̞ ɒ a t ɹ̩ ɾʲ i
no,s ɪ tʂ e l̪ l k o uə t i a ʁ ɴ ʌ ŋ i ə lː ɪ l̪ ɪ a t͡ɕ i iː n
no,l a n æ a s̪ uə ɻ̩ v a lː ɪ l e ɪ a s e s m o s ɪ t o s p iː ɴ
no,ɒ l ɒ l̪ pʰ ʂ
no,lʲ ɒ ә ʌ ɴ d ɪ ɾ ɒ p i ɴ e ɪ uə ʁ t ɪ tʂʰ a o kʰ o t̪ e ɪ
no,ʔ o l̪ z ɒ f ɒ tɕʰ i æ l̪ ð ʌ ɾ ɒ b̞ a m i æ n ɴ d ɪ pʲ iː ɒ lʲ iː
no,ij æ h ɔ s̪ i k͡p̚ a d ɒ m ɒ m ɒ ɲ æ ɪ z ɒ ʂ ɒ
no,uə o j l̪ m iː i m e ɴ t̪ t e ɪ k͡p̚ i æ n ɴ iː j ɒ o ð ɨ m ʌ i o uə ɒ ɾ ɒ o ɪ m ɒ lː ɒ o k uə ɒ
no,o p uə n t iː v̞ʲ e ts uː ɕ i a ɴ d ʌ lʲ ɪ tʰ e ɴ g iː ɾ a ɒ
no,e ɾ o b̥ ɒ
no,k͡p̚ o s ɒ l̪ lː ɒ l̪ ɒ j ɳ n ɒ s o m ɒ s̪
no,uə ɾ æ n b̤ ɾ iː t ɒ m a
no,l o uə m ʌ n ɪ ʂ a ŋ̟ f ʌ ɴ t ə kʰ o ɴ m ɒ d ɪ t͡ɕ iː i d i ɒ ɻ uə n
no,h æ m ɒ ɴ lʲ ə ts ә ʀ ɒ j e p uə
no,b̞ a lʲ e tɕ a æ a v iː l a ts ɾ y s p a tɕʰ y p uə ɾ l i
no,ә m f uə ɾ e æ l ɪ tʰ ɒ l̪
no,b̥ ɒ ɴ ɒ d e l a o v uə ɒ t͡ɕ i b̞ ɒ ɾ ɒ k͡p̚ uə d iː e pʲ e ɾ m uə t̪ a ɒ uə tʂ uə
no,uə l̪ k
no,p o i m a i o
no,tʂ o ŋ ʂ ʌ ŋ̟ a i u uə n a l ʂ o uə ð æ ʁ u n ɒ uə lʲ e v uə
no,ɪ tʂ e ə e t a m o uə s t æ n p uə l l̪ ɒ o b iː tʂ y l i ɕ i e ɾ a o uə ð ɪ i n tʂ e s̪ a ɾ
no,l ɪ s u l a ɡ ɔ ɾ n ɛ b d a b ɾ lʲ ɛ ð ɪ k p ɛ l
no,ʌ d ɒ ɪ f uə lʲ i v lʲ ɪ f o uə ʂ e t ɾ ʌ tː ɾ e ɪ ð ɪ o uə
no,uə lʲ e s o ɾ m ʌ ʂ ɻ̩ a k ð e n a i uə ʌ ɾ e l a ɳ f uə dʲ iː ɒ k͡p̚ ʌ ɴ ɪ j æ n
no,m a ɾ ʌ n k͡p̚ ʌ i ʂ ɒ i p ɾ o ŋ s ɹ̩ x a ɾ e s m o ɾ j e t ɾ e m e a
no,o pʰ i t̪ ɪ p o m a o f uə tʂ ʌ n ð ʌ n f ʌ ɾ i ɪ x a o b̞ ɪ iː t͡ɕ iː tɕ i
no,t e ʂ ɛ v x ɒ j m g lʲ ɪ kʰ ʁ ʌ ŋ̟ m ɒ t p ɑ ɾʲ iː lʲ ə
no,i k ʌ l̪ ɒ j ɡ o ɴ l ɒ lʲ uə a ɒ ɪ ɒ ð e s o ŋ ɕ i æ n ts uə ð ɒ a ʁ e ɪ u uə n a s
no,o ŋ̟ d i e g o x a l d ɪ tʂ ɾ ə s t̪ uə o x uə ʂ o m
no,ɴ ɒ tʂ ɨ
no,ð j æ b̞ i l a b̞ ʌ l a s m iː k e ɕ ɪ i b̞ e l
no,uə m o t̪ ʁ o ʂ iː o uə ʐ a ɪ
no,ɕ i æ tʰ o t̪ ɹ̩ i t a ŋ l̪ ɒ j ɒ tʂ e x iː i g a ð ɒ j iː n ɴ ʌ lː ɪ a m ɒ ʁ uə
no,s o w ð ə b̥ ɑ ɾ g iː z æ ð ə j æ l d m uː s t ɒ ʁ t ɒ
no,d ə ɴ ɒ b̞ ʌ p a k͡p̚ ɒ i ɴ ɒ ð i ʌ ts ʌ l ɪ ð ɪ i e s t iː s k͡p̚ iː lʲ ɒ ә uː b̞ a
no,ɾ a m e ɪ k a ŋ m e k ʌ m f ɾ iː t ɨ v̞ʲ e s t ɪ
no,uə ɒ ŋ̟ ә b ɾ ə
no,ɕ æ n s uː ɾ j i æ t uə f i k uə a ɪ l ɪ l uə o tʰ e l uə tʰ iː k ə ð i a
no,ʔ o t͡ɕ e ij j æ
no,i ə s t̪ uə b̞ uə tʂ ə tʰ a o l̪ ɪ ɻ a o f uː tʂ a ɴ tʂ e ɴ uə p a
no,ɴ a ɪ p ʌ n tʂ ʌ b̞ a o tʂ ɻ̩ n
no,ɒ l̪ g k ə uə k͡p̚ uə o l ɒ k a o ʂ ɻ̩ t͡ɕ i e ɾ ɒ a o m ɒ s̪ o ŋ ɴ ɒ ɕ æ
no,o l̪ t ə ɾ ɛ s t ə j ɔ ɹ n ɔ̃ l f ɹ ɳ ə n
no,s ɾ ɒ s ə p t ɛ m b̥ ə ɾ f j u w ɪ b̥ lʲ ɛ ð ɛ ɹ æ n tʂ l i ɾ ə
no,ə tʂ i t͡ɕ i æ k͡p̚ uə iː ɒ ʂ t ɒ o
no,p ɾ a ɪ ɾ e m o t i s uː ʌ n u b̞ uə s ʌ b̞ lʲ æ m a i m p uə ʌ
no,s̪ o ʂ uə t̪ i x ɒ ɾ ɒ ɴ ɪ p uə o w ʌ ɒ n t a lʲ ɒ
no,iː ɳ e ɪ ɾ a ɾ ɒ pʰ e n s t ɪ o ɾ ʌ ʂ ʌ n ʌ k o m e s p ɾ i
no,t̪ʰ e k iː lʲ e a ð a i n k ɾ ʌ t u n ɪ uə o ð a o s ʌ ɴ tɕ e o s ɕ e t̪ p o ɴ b i tɕ i a o ʂ ɻ̩
no,k͡p̚ ɒ ɴ ɒ a o pʰ i ɴ ʂ ɹ̩ ʌ t ɪ ts a ɪ n ɴ i æ ɴ ʂ ɻ̩ ɴ o i f uə l ɒ ɲ æ
no,m e ɾ o ɾ e g lʲ e ɾ f a ɾ d i e ɾ ʂ ɒ m ɒ l̪ ʌ ŋ ɡ o uə s uə ɕ i a
no,o b ɔ k͡p̚ ɯ n ʌ d ә ŋ ð ɒ n ɪ ɴ n ɔ k ʏ t̪ iː k j iː
no,ʁ uə l̪ b̤ uə e ɾ ʌ m n uə ʔ ɒ a b̞ ɒ s̪ ʌ tʂʰ o lʲ t͡ɕ a
no,m a ð e ʂ ɒ ɾ m ʌ ɕ i e ɴ ɒ ŋ t̪ uə e ɴ ɒ ŋ uə
no,m ә b̞ a ʔ o ɾ ɛ ɾ ɨ l a d̪ iː ɾ a ɾ a ŋ o w a k u d uː m ɒ l̪ k͡p̚ ɛ ɾ ʌ lʲ i
no,k͡p̚ u b̤ lʲ ɒ m ɒ iː s k͡p̚ m ɒ ɴ s̪ t a k ɒ kʰ a ɪ
no,æ l ɒ ʒ i j iː tː ɒ
no,d ʌ n ɹ̩ ɾ h æ f uə l d u lʲ ɛ tː o uə p ʁ ð ɯ tʲ e j iː n t͡ʃʲ ɻ̩ i k ɒ ɹ tʰ ʌ s m o k͡p̚ ts ʌ b iː
no,ʔ ʌ ʏ ɾʲ ɪ n v a ɪ n a k ʌ m o uə s
no,s o n ɒ ʔ a lʲ e ɴ d iː d iː i j a x ɒ k͡p̚ ɒ o ʂ ɻ̩ b i e ʂ ʌ m iː ɴ j æ n i iː p
no,l i t ɹ̩ kʰ a o b̞ i s ʌ w e ɪ ɡ ə l
no,b̞ uə iː k æ d a f l e k a o b̞ a ɾʲ ɪ k o m ɴ i ɪ n ɪ tʲ iː e ɾ a s o n b e ɪ s t ɒ n d iː o ʁ
no,j ə x ɒ lʲ iː n ɴ ɒ
no,e ɾ k͡p̚ ʌ ɒ x
no,o uə k e s ɾ o p ʌ t i l e k s o ʂ o ð uə o ɾ o k o ɴ
no,tsʰ ɾ ə m t̪ e ɪ l ʌ m ʌ ð ʌ p ɹ̩ x uə l ə i k̟ʲ iː s ɻ̩ k t ð ə s ɒ b̤ ʌ
no,lʲ æ n
no,m æ n j u l ɛ tʰ s ʌ m t e d b̥ uə ð θ ɤ t̪ t m ɑ ŋ̟
no,s ɯ ð ɒ ʂ ə ɪ z iː z p ʁ ɹ ʏ ʂ i ð ɪ ɛ l ɪ tʰ æ ɾ i s ð ʌ f m ɑ
no,v ɒ t͡ɕ ʏ ɾ y n ð e u uə n o g iː ɾ y n tʰ uə a ŋ k̟ʲ e
no,ɒ n e lʲ e f a o lʲ ɪ s̪ m æ ɪ lʲ uə o n uə s̪ d e a ð e ɪ t͡ɕ iː tʂ uə a
no,o j ɾ ɒ ɳ ð ɒ ʁ ɔ ɾ t̪ j o ʂ j e ɪ ɴ iː uə b̞ e lʲ j e ɴ tʂ e ʂ o
no,k iː b̤ uə o t ɒ h a ɪ tʲ ɒ ɾ ɒ tɕʰ i v ɒ t e iː
no,ɒ k͡p̚
no,ɪ n lʲ ɛ t s m a ʁ pʲ ɪ s
no,a ɪ n f ɔ ɹ ə t a ʊ ð ə f i ɾ ə n ɛ s f ɔ ʁ k t e
no,w ɹ̩ tʰ ɒ ɹ lʲ ə uə d ʌ b̞ ɹ̩ t i l ɔ ɲ ɡ ɔ ŋ
no,a o p i ð ɪ t i æ ɴ m a l̪ ɒ ɪ
no,iː l ɒ o ʂ ɒ ŋ̟ ɒ t̪ ɒ t̪ iː ʂ ɻ̩ p e ə lʲ ə tʰ a ŋ k a ɴ k͡p̚ o e ɪ ɻ̩ l ʂ uə ʂ uə
no,ʔ ɒ æ
no,ɛ l̪ i d ð ɪ s ʏ ɾʲ ɪ ŋ æ ə m ʌ dʒ t ɒ ɾ
no,ʔ ɒ ɪ m ɒ k͡p̚ uə o j uə l i k͡p̚ i m uə o tʂ ɹ̩ ɾ f o uə ts ɒ ŋ f ɹ̩ ʂ uə o ɾ ʂ ə f uə b̞ æ n ɳ iː
no,n e β æ z ɒ t͡ɕ æ n ɔ j n ɔ l ɒ
no,ɒ j d iː d f uə ɾ ɔ
no,n ɒ x uə s o ŋ̟
no,x a ð d e tʂ iː ɡ ʌ tɕʰ e n t͡ɕ iː ɴ ə tʂ ɒ uə ɪ w ʌ l̪
no,ə p uə l̪ lʲ ɪ ɲ iː tʰ ʌ ʏ ɤ θ ɪ k iː b̥ iː k y d m ʌ w t̪ f uə ɹ dʲ iː
no,m a ɒ ts a i j a ɻ e t̪ ɒ uə n a ŋ t a ɻ ʌ n o s m ɒ t ɹ̩ tɕ i a
no,ɔ̃ n ә f ʌ ŋ j ɤ l̪ k ɛ s t ɪ k t ɑ n m ɛ n s ɻ̩ d ɒ ɳ
no,ʔ ɒ r ɒ
no,j i j d uə k͡p̚ ɒ ә t r ɒ t̪ ɒ j iː
no,m ɪ x tʲ ð ɛ j u b̥ ɪ tʰ k e j β ɹ s ɒ ŋ̟ b
no,ʔ ʌ o f uə kʰ uə ʌ ɴ i o b̥ ʌ ŋ ɴ ɒ o ɕ i ɒ ɾ ɪ ə p uə o k̟ʲ i b̞ a
no,m ɒ ij j a h ɔ a i p u b̤ ɨ i e m iː s̪ t̪ iː
no,ɔ ʔ ɒ i j o ɛ æ l a ɪ i t ɾ e æ i n i a tʂ ʌ lʲ e a b ʌ s̪ m ʌ s ɒ ŋ ɴ t ɨ ð ʌ a
no,ɒ n e ʔ o s ɤ ʔ
no,l a o b̞ uə ɾ a n ɨ b lʲ e a t uə p e tʰ iː k͡p̚ uə l a ɴ iː t͡ʃʲ t e s̪ æ n uə ɾ ɒ
no,iː tʂʰ æ s ɒ m ɪ n o l a p i s t ɹ̩ ɾ k ʌ
no,a i e n s uː n ð iː s p a s t ә z v̞ʲ i t͡ʃʲ k ʌ ð ə n iː tʂ o f ɾ e s̪ k t uə ð ɪ ɾ ɒ o
no,k e k ɾ a s̪ t e ɾ ʂ o ɴ b̞ v ɪ ɾ p o b̞ o tː ɾ i n g e tʰ i j e ɴ b e ɪ ð iː s ʌ
no,ɔ t̪ tʂ ɪ m a ɪ ɾ m a ɪ ɾ ɪ e a uə i a ð ɪ k e s t o uə k ʌ m i ɴ n ɪ l e ɪ n
no,f a o m a ɪ n tʂ uə e ɴ tʂ ɻ̩ t͡ɕ ɒ ɾ s uə ɒ n ɻ ə k e s m ɪ ɾ uə
no,a t͡ʃʲ p a n b o uə tʰ æ v ɪ l pʲ i tʂ uə m uə s uə ʌ k͡p̚ ә ɴ
no,s a l ɒ m p o j a t̪ʰ e lʲ e k͡p̚ ɒ p e k iː tʂʰ u ɒ
no,b̞ o j æ iː tʰ a ɾ f iː k ɴ iː ɴ j e ɾ ɪ
no,h a n tʂ ɨ tʂ i ʂ ɒ o m ʌ ɴ lʲ o uə t ɪ x a
no,t͡ɕ i iː ɪ iː ɴ s ɒ n k j iː d a t͡ɕ iː
no,i ʔ a k͡p̚
no,b̥ ʌ ɾ p̚ ʔ ʌ kʰ ʁ ɔ ŋ̟ w ɒ ɾ e iː ʌ b iː ɾ ɡ iː ɴ
no,b uə l̪ l a
no,f o ʀ a ɪ ʂ ɒ ʂ lʲ i e ts ʌ m o k o ŋ m b y o ɾ ɹ̩ t̪ i ŋ tɕ iː n t ɾ l e
no,ə d ʌ uə
no,ɒ b e ɪ o b e æ ɾ ɪ ʝ e ɾ ɪ ɲ æ ɴ n e n s t ɾ e ʌ ɾ ɪ n m ɪ lʲ e ɟ iː n a s t̪ a ʁ
no,tʂ ɒ ʁ ә t̪ ɨ d ɒ ʂ œ j ɾ e h ɔ ɴ lʲ i j a m ɒ ɳ s iː k͡p̚ o ɾ ә ʂ ɻ̩ k͡p̚ ɒ ʂ ɻ̩ l ɒ ɟ e l̪ l tʂ iː k
no,e b̞ ɪ l ɪ iː v a s ɔ̃ n o s
no,i ɴ ɒ ŋ̟ ә tʂ ɻ̩ ə ɾʲ i ŋ p o tʰ uə a n ʂ ɻ̩ ɒ o l̪ ɪ p a ɾ t̪ ɴ a ɪ tʲ
no,k ʌ e l a ɛ k iː p uə n l e m ɔ s k̟ʲ
no,o lʲ e tʂ ʌ d e d o ŋ d ɪ ð ɒ o d ɪ a m a n a ts uə o ɾ ɪ k e ɾ e f iː ɕ i
no,ɒ t̪ n a s t̪ s t uə t̪ l o k͡p̚ ʌ b̞ uə o tʂ ʌ o f uə p i iː ɕ y ʌ ʀ ʌ ɲ o x ʌ
no,ts a ɪ f uə ɹ̩ tʂʰ ɒ lʲ p i n tʰ i n a ɾ ɪ i ŋ ʂ ɻ̩ b̞ e t̪ tʂ ɪ k e tʂ ɾ o ʁ uə o
no,ð e b̞ a ɾ a u ŋ s o e ɛ n k u t uə s t ɪ s k ɾʲ e k p ɾ o m ɒ f ɾ i t̪ ts ɪ x a ɴ
no,ð e lʲ i g æ a ɴ n ɪ s t e ɾ a n o e ɾ e s t e ɾ ɒ o ɕ i æ m i e n ʂ ɾ ɒ a o a g ɾ ɒ t ә
no,tʂ ʌ m b ɾʲ lʲ i ð ɹ̩ k o ŋ p a o ɾ ɪ o
no,i n k e l k a p uə k i n æ ɪ l a ŋ s o b ɾ o m a ʂ ɻ̩ p ɾ ɾʲ i ð e p t e d e
no,ɒ m a t̪ ɯ b ʏ ɖ̤ j e b ɪ t̪ o ʂ ɒ n ð ɪ ɾ ɒ s t̪ ɯ ŋ̟ n ʔ a
no,ʂ ʌ x ɒ v lʲ i tʰ o k͡p̚ ʌ ʂ uə o m ʌ ɴ b̥ ɒ ð ʌ a o t̪ ʌ iː t͡ɕ e g e t̪ uə o b̞ ɒ ʂ e ɪ k͡p̚ uə e j o uə f a
no,ʔ ʌ m ʌ ɴ t ɪ ɒ tʂ u tɕʰ i ɒ ʁ ʌ m i n b̥ a ɪ o
no,ɒ b̞ i ʂ iː ɴ d æ n w uə ɴ d a o t ɪ x ɒ ʌ ɪ ɡ uə o k͡p̚ lʲ a t̪ iː lʲ iː tʰ a o s t̪ uə ɒ ð ɒ d ɪ iː ɒ k͡p̚ uə o t̪ o ŋ
no,t ɪ o ɾ ʂ u m ʌ
no,v a ɾ lʲ i e p̚ b l ɤ̆ ɪ i ð ɪ o
no,m e ɪ m ʌ ɾ iː ts a ɳ ɴ ʌ ɴ iː tʂ iː ŋ ʂ o ʂ o a
no,s a m ɒ ʁ ɨ s̪ uə ɒ s̪ n ɒ ʂ ɻ̩ s i a e m a
no,ʁ a z ʌ ɛ tʲ ɪ p ɒ ʁ l ɒ v̞ʲ ɪ s sː a n s k̟ʲ o n ð e a ʋ f ʏ n ɪ s e t̪ i ð a p uə s ɻ̩ ʂ
no,uə ts uə e j i ts o ɴ ɒ t̪ uə b̞ a l̪ ð ʌ
no,ij j æ b̤ ɤ tʂ ʌ ɾʲ e m uə ɑ n
no,i ɴ æ tɕʰ i æ ɴ p ʌ ɕ i e lʲ ɒ p uə t a o f uə iː k o ʌ
no,k ʏ ŋ̟ t̪ uː m j uː t ɪ d ɒ ʔ a o x ɒ lʲ j iː s ɔ l̪ ɒ tʂ ʌ r k͡p̚
